2024-04-29 17:07:21,939 INFO    StreamThr :42361 [internal.py:wandb_internal():86] W&B internal server running at pid: 42361, started at: 2024-04-29 17:07:21.938991
2024-04-29 17:07:23,013 DEBUG   SenderThread:42361 [sender.py:send_request():406] send_request: stop_status
2024-04-29 17:07:23,222 DEBUG   SenderThread:42361 [sender.py:send():379] send: telemetry
2024-04-29 17:07:23,236 INFO    wandb-upload_0:42361 [upload_job.py:push():131] Uploaded file /tmp/tmphq_c2jjpwandb/sjzdqild-wandb-metadata.json
2024-04-29 17:07:23,418 INFO    Thread-25 :42361 [dir_watcher.py:_on_file_created():271] file/dir created: /home/hghallab/Dvlp/GANs/DCGAN/wandb/run-20240429_170717-lup4h2yy/files/requirements.txt
2024-04-29 17:07:23,418 INFO    Thread-25 :42361 [dir_watcher.py:_on_file_created():271] file/dir created: /home/hghallab/Dvlp/GANs/DCGAN/wandb/run-20240429_170717-lup4h2yy/files/wandb-metadata.json
2024-04-29 17:07:23,865 DEBUG   SenderThread:42361 [sender.py:send():379] send: telemetry
2024-04-29 17:07:24,419 INFO    Thread-25 :42361 [dir_watcher.py:_on_file_created():271] file/dir created: /home/hghallab/Dvlp/GANs/DCGAN/wandb/run-20240429_170717-lup4h2yy/files/output.log
2024-04-29 17:07:26,420 INFO    Thread-25 :42361 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/hghallab/Dvlp/GANs/DCGAN/wandb/run-20240429_170717-lup4h2yy/files/output.log
2024-04-29 17:07:27,865 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: status_report
2024-04-29 17:07:32,866 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: status_report
2024-04-29 17:07:37,867 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: status_report
2024-04-29 17:07:37,973 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: stop_status
2024-04-29 17:07:37,973 DEBUG   SenderThread:42361 [sender.py:send_request():406] send_request: stop_status
2024-04-29 17:07:37,976 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-29 17:07:43,198 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: status_report
2024-04-29 17:07:48,199 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: status_report
2024-04-29 17:07:52,973 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: stop_status
2024-04-29 17:07:52,973 DEBUG   SenderThread:42361 [sender.py:send_request():406] send_request: stop_status
2024-04-29 17:07:53,016 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-29 17:07:54,185 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: status_report
2024-04-29 17:07:54,429 INFO    Thread-25 :42361 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/hghallab/Dvlp/GANs/DCGAN/wandb/run-20240429_170717-lup4h2yy/files/config.yaml
2024-04-29 17:07:59,339 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: status_report
2024-04-29 17:08:04,340 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: status_report
2024-04-29 17:08:07,973 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: stop_status
2024-04-29 17:08:07,973 DEBUG   SenderThread:42361 [sender.py:send_request():406] send_request: stop_status
2024-04-29 17:08:08,016 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-29 17:08:10,201 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: status_report
2024-04-29 17:08:15,202 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: status_report
2024-04-29 17:08:20,202 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: status_report
2024-04-29 17:08:22,598 DEBUG   SystemMonitor:42361 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-04-29 17:08:22,599 DEBUG   SenderThread:42361 [sender.py:send():379] send: stats
2024-04-29 17:08:22,973 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: stop_status
2024-04-29 17:08:22,974 DEBUG   SenderThread:42361 [sender.py:send_request():406] send_request: stop_status
2024-04-29 17:08:23,016 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-29 17:08:26,129 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: status_report
2024-04-29 17:08:31,130 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: status_report
2024-04-29 17:08:36,131 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: status_report
2024-04-29 17:08:37,973 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: stop_status
2024-04-29 17:08:37,974 DEBUG   SenderThread:42361 [sender.py:send_request():406] send_request: stop_status
2024-04-29 17:08:38,016 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-29 17:08:42,109 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: status_report
2024-04-29 17:08:47,111 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: status_report
2024-04-29 17:08:52,111 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: status_report
2024-04-29 17:08:52,600 DEBUG   SenderThread:42361 [sender.py:send():379] send: stats
2024-04-29 17:08:52,973 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: stop_status
2024-04-29 17:08:52,974 DEBUG   SenderThread:42361 [sender.py:send_request():406] send_request: stop_status
2024-04-29 17:08:53,016 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-29 17:08:57,210 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: status_report
2024-04-29 17:09:02,211 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: status_report
2024-04-29 17:09:07,213 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: status_report
2024-04-29 17:09:07,973 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: stop_status
2024-04-29 17:09:07,974 DEBUG   SenderThread:42361 [sender.py:send_request():406] send_request: stop_status
2024-04-29 17:09:08,016 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-29 17:09:13,195 DEBUG   HandlerThread:42361 [handler.py:handle_request():146] handle_request: status_report
