2024-04-26 12:16:30,350 INFO    MainThread:12007 [wandb_setup.py:_flush():76] Current SDK version is 0.16.6
2024-04-26 12:19:17,851 INFO    MainThread:12007 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-26 12:19:17,985 INFO    MainThread:12007 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-26 12:19:17,988 INFO    MainThread:12007 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-26 12:19:17,988 INFO    MainThread:12007 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-26 12:19:18,454 INFO    MainThread:12007 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-26 12:19:18,461 INFO    MainThread:12007 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-26 12:19:18,462 INFO    MainThread:12007 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-26 12:19:19,166 INFO    MainThread:12007 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-26 12:19:19,184 INFO    MainThread:12007 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-26 12:19:19,184 INFO    MainThread:12007 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-26 12:19:19,522 INFO    MainThread:12007 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-26 12:19:19,527 INFO    MainThread:12007 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-26 12:19:19,527 INFO    MainThread:12007 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-26 12:19:20,082 INFO    MainThread:12007 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-26 12:19:25,883 INFO    MainThread:12007 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-26 12:19:25,883 INFO    MainThread:12007 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-26 12:26:48,309 INFO    MainThread:12007 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-26 12:26:48,316 INFO    MainThread:12007 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-26 12:26:48,316 INFO    MainThread:12007 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-26 12:26:48,533 INFO    MainThread:12007 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-26 12:26:48,540 INFO    MainThread:12007 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-26 12:26:48,540 INFO    MainThread:12007 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-26 12:26:48,757 INFO    MainThread:12007 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-26 12:26:48,762 INFO    MainThread:12007 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-26 12:26:48,763 INFO    MainThread:12007 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-26 12:26:49,954 INFO    MainThread:12007 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-26 12:26:49,962 INFO    MainThread:12007 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-26 12:26:49,962 INFO    MainThread:12007 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-26 12:26:50,178 INFO    MainThread:12007 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-26 12:26:50,183 INFO    MainThread:12007 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-26 12:26:50,183 INFO    MainThread:12007 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-26 12:26:52,616 INFO    MainThread:12007 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-26 12:26:52,621 INFO    MainThread:12007 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-26 12:26:52,621 INFO    MainThread:12007 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-26 12:26:53,094 INFO    MainThread:12007 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-26 12:26:53,110 INFO    MainThread:12007 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-26 12:26:53,110 INFO    MainThread:12007 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-26 12:26:53,442 INFO    MainThread:12007 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-26 12:26:53,446 INFO    MainThread:12007 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-26 12:26:53,446 INFO    MainThread:12007 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-26 12:26:53,681 INFO    MainThread:12007 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-26 12:26:53,686 INFO    MainThread:12007 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-26 12:26:53,686 INFO    MainThread:12007 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-26 12:26:53,810 INFO    MainThread:12007 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-26 12:26:53,815 INFO    MainThread:12007 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-26 12:26:53,815 INFO    MainThread:12007 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-26 12:27:17,704 INFO    MainThread:12007 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-26 12:27:24,101 INFO    MainThread:12007 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-26 12:27:24,101 INFO    MainThread:12007 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-26 12:28:12,665 INFO    MainThread:12007 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-26 12:28:12,670 INFO    MainThread:12007 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-26 12:28:12,670 INFO    MainThread:12007 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-26 12:28:18,736 INFO    MainThread:12007 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-26 12:28:18,740 INFO    MainThread:12007 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-26 12:28:18,740 INFO    MainThread:12007 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-26 12:28:32,784 INFO    MainThread:12007 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-26 12:28:32,790 INFO    MainThread:12007 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-26 12:28:32,790 INFO    MainThread:12007 [wandb_init.py:_pause_backend():432] pausing backend
2024-04-26 12:28:35,338 INFO    MainThread:12007 [wandb_init.py:_resume_backend():437] resuming backend
2024-04-26 12:28:41,260 INFO    MainThread:12007 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2024-04-26 12:28:41,260 INFO    MainThread:12007 [wandb_init.py:_pause_backend():432] pausing backend
